NAME,COMMON NAME,FAMILY,NATIVITY,HABIT,LOCATION and QUANTITY,ACCN #
Cornus florida,eastern flowering dogwood,Cornaceae,"ENA, N Mex",TD,"47 (3), 27 (1)",1976-0352
Cornus florida 'Cherokee Princess',eastern flowering dogwood,Cornaceae,Garden Origin,TD,13B (1)                                                 ,1972-0338
Cornus florida f. rubra,red flowering dogwood,Cornaceae,"Ont, s to Fla; Mexico",TD,27 (1)                                                 ,1986-0262
Cornus fulvescens, ,Cornaceae,Sichuan,SD,120 (1)                                                 ,1995-0547
Cornus kousa,kousa dogwood,Cornaceae,"China, Japan & Korea",TD,90A (1)                                                 ,1977-0102
Cornus kousa,kousa dogwood,Cornaceae,"China, Japan & Korea",TD,"126 (1), 121B (4)",2001-0106
Cornus kousa,kousa dogwood,Cornaceae,"China, Japan & Korea",TD,46B (1)                                                 ,1977-0820
Cornus kousa 'Satomi',kousa dogwood,Cornaceae,Garden Origin,TD,130A (1)                                                 ,1993-0952
Cornus kousa 'Satomi',kousa dogwood,Cornaceae,Garden Origin,TD,"126D (1), 121B (3), 121D (1)",2001-0171
Cornus kousa 'Satomi',kousa dogwood,Cornaceae,Garden Origin,TD,126D (1)                                                 ,1992-0093
Cornus kousa 'Satomi',kousa dogwood,Cornaceae,Garden Origin,TD,"36C (2), 36 (2), 36B (2), 36A (2)",2005-0211
Cornus kousa var. chinensis,Chinese dogwood,Cornaceae,China,TD,46C (2)                                                 ,1979-1034
Cornus kousa var. chinensis,Chinese dogwood,Cornaceae,China,TD,"46F (1), 48S (1)",1978-1181
Cornus kousa 'Wolf Eyes',kousa dogwood,Cornaceae,Garden Origin,TD,0 (1)                                                 ,2009-0010
Cornus macrophylla,"cornel, dogwood",Cornaceae,"China, Japan & Himalayas",TD,121E (1)                                                 ,1991-0149
Cornus mas,cornelian cherry,Cornaceae,C&S Europe & W Asia,TD,5 (1)                                                 ,1974-1388
Cornus mas,cornelian cherry,Cornaceae,C&S Europe & W Asia,TD,"15B (1), 15A (8)",1972-0334
Cornus mas,cornelian cherry,Cornaceae,C&S Europe & W Asia,TD,"8 (1), NURS (2)",1977-0101
Cornus mas 'Golden Glory',cornelian cherry,Cornaceae,Garden Origin,TD,96B (1)                                                 ,2017-0023
Cornus mas 'Jolico',cornelian cherry,Cornaceae,Garden Origin,TD,NURS (1)                                                 ,2012-0342
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,"8 (1), 22B (1), 5 (1)",2011-0216
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,"22A (1), 22B (1)",1976-0269
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,22B (1)                                                 ,2001-0286
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,135B (1)                                                 ,1994-0782
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,139 (1)                                                 ,1997-0814
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,47 (1)                                                 ,1975-0267
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,"4 (2), 48S (2)",1976-0040
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,90A (1)                                                 ,1973-0639
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,"NURS (1), 81A (1), 81D (1)",2016-0238
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,85 (1)                                                 ,1997-0550
Cornus nuttallii,Pacific dogwood,Cornaceae,WNA,TD,137C (1)                                                 ,1997-0765
Cornus nuttallii 'Gold Spot',var'd Pacific dogwood,Cornaceae,Garden Origin,TD,"22A (1), 48S (1)",1975-0085
Cornus obliqua,silky dogwood,Cornaceae,"Ont, QuΦ, NB & USA",SD,137D (1)                                                 ,1997-0667
Cornus officinalis,Japanese cornel,Cornaceae,"China, Japan & Korea",SD,NURS (1)                                                 ,2013-0262
Cornus racemosa,grey dogwood,Cornaceae,"Man to Que, s to Okla & Md",SD,10 (1)                                                 ,1999-0530
Cornus sanguinea,common dogwood,Cornaceae,Europe,SD,76 (1)                                                 ,1996-0794
Cornus sanguinea 'Midwinter Fire',bloodtwig dogwood,Cornaceae,Garden Origin,SE,"15A (3), 13B (2)",2005-0108
Cornus sanguinea 'Midwinter Fire',bloodtwig dogwood,Cornaceae,Garden Origin,SE,149A (5)                                                 ,2006-0006
Cornus sanguinea 'Midwinter Fire',bloodtwig dogwood,Cornaceae,Garden Origin,SE,"NURS (2), 13C (10), 15A (1)",2003-0053
Cornus sanguinea 'Midwinter Fire',bloodtwig dogwood,Cornaceae,Garden Origin,SE,55 (5)                                                 ,2012-0422
Cornus schindleri ssp. poliophylla,"cornel, dogwood",Cornaceae,China,SD,126B (3)                                                 ,1995-0548
Cornus sericea,red osier dogwood,Cornaceae,"Canada, USA & Mexico",SD,NURS (25)                                                 ,2011-0158
Cornus sericea,red osier dogwood,Cornaceae,"Canada, USA & Mexico",SD,"NURS (8), 81A (2)",2016-0244
Cornus sericea 'Flaviramea',golden-twig dogwood,Cornaceae,Garden Origin,SD,"33A (10), 26 (15), 27 (5)",2011-0180
Cornus sericea 'Flaviramea',golden-twig dogwood,Cornaceae,Garden Origin,SD,"15A (1), 24B (2)",1976-0002
Cornus sericea 'Flaviramea',golden-twig dogwood,Cornaceae,Garden Origin,SD,31 (6)                                                 ,1973-0313
Cornus sericea 'Hedgerows Gold',var'd red osier dogwood,Cornaceae,Garden Origin,SD,"35C (4), 47B (5), 47C (5), 148 (5), 47A (7)",2007-0206
Cornus sericea 'Kelseyi',dwarf red osier dogwood,Cornaceae,Garden Origin,SD,10 (25)                                                 ,2012-0143
Cornus sericea ssp. occidentalis,western dogwood,Cornaceae,"Ala to Cal, Nev & Mont",SD,137F (1)                                                 ,1991-0218
Cornus sericea 'Sunshine',red osier dogwood,Cornaceae,Garden Origin,SD,"22A (2), 21 (2), 55 (1)",1996-0480
Cornus walteri,"dogwood, cornel",Cornaceae,C&W China,TD,NURS (1)                                                 ,2012-0136
Cornus wilsoniana,"Wilson's dogwood, ghost dogwood",Cornaceae,China,TD,NURS (1)                                                 ,2013-0199
Cornus x rutgersensis [AURORA] = 'Rutban',hybrid dogwood,Cornaceae,Garden Origin,TD,73 (1)                                                 ,2013-0001
Cornus x rutgersensis [STELLAR PINK] = 'Rutgan',hybrid dogwood,Cornaceae,Garden Origin,TD,28 (1)                                                 ,1993-0953
Corokia cotoneaster,"wire-netting bush, korokio",Argophyllaceae,New Zealand,SE,NURS (5)                                                 ,2013-0309
Corokia 'Tutti Frutti',hybrid korokio,Argophyllaceae,Garden Origin,SE,NURS (1)                                                 ,2017-0254
Corokia x virgata 'Bronze King',hybrid korokio,Argophyllaceae,Garden Origin,SE,NURS (2)                                                 ,2017-0253
Corokia x virgata 'Bronze King',hybrid korokio,Argophyllaceae,Garden Origin,SE,NURS (1)                                                 ,2009-0362
Corokia x virgata 'Sunsplash',"variegated wire-netting bush, hybrid korokio",Argophyllaceae,Garden Origin,SE,"NURS (20), 35D (1), 58C (2)",2006-0147
Correa 'Dusky Bells',Australian fuchsia,Rutaceae,Garden Origin,SE,SEAS (1)                                                 ,2009-0363
Correa schlechtendalii,Australian Fuchsia,Rutaceae,South Australia,SE,"SEAS (4), 58C (1)",2009-0364
Cortaderia richardii,toe toe,Poaceae,New Zealand,HE,58C (4)                                                 ,2015-0048
Cortaderia richardii,toe toe,Poaceae,New Zealand,HE,58 (8)                                                 ,2009-0398
Cortaderia selloana,pampas grass,Poaceae,"Brazil, Chile & Argentina",HE,"154 (10), 57 (10)",1986-0089
Cortaderia selloana 'Pumila',dwarf pampas grass,Poaceae,Garden Origin,HE,57 (8)                                                 ,2009-0399
Cortaderia selloana 'Pumila',dwarf pampas grass,Poaceae,Garden Origin,HE,"NURS (1), 35C (1), 35B (1)",2010-0146
Cortaderia selloana 'Pumila',dwarf pampas grass,Poaceae,Garden Origin,HE,57 (2)                                                 ,1996-1145
Cortaderia selloana 'Rosea',pampas grass,Poaceae,Garden Origin,HE,159 (2)                                                 ,1992-0522
Cortusa matthioli, ,Primulaceae,Eurasia,HD,96A (1)                                                 ,1993-0409
Cortusa matthioli ssp. pekinensis, ,Primulaceae,W Europe,HD,74 (96)                                                 ,1996-0249
Corydalis, ,Papaveraceae,N temperate regions,HD,74 (5)                                                 ,1996-0939
Corydalis 'Blackberry Wine', ,Papaveraceae,Garden Origin,HD,69A (9)                                                 ,2003-0073
Corydalis 'Canary Feathers',corydalis,Papaveraceae,Garden Origin,HD,96A (3)                                                 ,2010-0325
Corydalis cheilanthifolia,fernleaf corydalis,Papaveraceae,C&W China,HE,74 (4)                                                 ,1995-0116
Corydalis cheilanthifolia,fernleaf corydalis,Papaveraceae,C&W China,HE,74 (192)                                                 ,2002-0138
Corydalis elata,blue corydalis,Papaveraceae,China (SW Sichuan),HD,"NURS (5), 40 (3), 26B (3)",2011-0160
Corydalis elata,blue corydalis,Papaveraceae,China (SW Sichuan),HD,121E (12)                                                 ,2017-0138
Corydalis flexuosa 'Purple Leaf',blue corydalis,Papaveraceae,Garden Origin,HD,121C (3)                                                 ,1997-0481
Corydalis heterocarpa, ,Papaveraceae,"W China, Japan & Korea",HD,121E (1)                                                 ,1997-0377
Corydalis heterocarpa, ,Papaveraceae,"W China, Japan & Korea",HD,"121E (9), 85 (1)",1999-0151
Corydalis lutea,yellow corydalis,Papaveraceae,Europe,HE,90A (3)                                                 ,1997-0248
Corydalis lutea,yellow corydalis,Papaveraceae,Europe,HE,"70 (7), 73 (7)",1993-0757
Corydalis ochroleuca, ,Papaveraceae,SE Europe,HD,NURS (15)                                                 ,2015-0112
Corydalis ophiocarpa, ,Papaveraceae,E Himalayas,HD,130C (13)                                                 ,2000-0288
Corydalis quantmeyeriana 'Chocolate Stars',corydalis,Papaveraceae,Garden Origin,HD,NURS (1)                                                 ,2008-0505
Corydalis quantmeyeriana 'Chocolate Stars',corydalis,Papaveraceae,Garden Origin,HD,55 (9)                                                 ,2009-0224
Corydalis solida,fumewort,Papaveraceae,N Europe & Asia,HD,121E (200)                                                 ,2017-0352
Corydalis solida,fumewort,Papaveraceae,N Europe & Asia,HD,126D (50)                                                 ,1997-0739
Corydalis solida,fumewort,Papaveraceae,N Europe & Asia,HD,NURS (10)                                                 ,2015-0113
Corydalis wilsonii, ,Papaveraceae,C China,HD,69 (3)                                                 ,2002-0132
Corylopsis glabrescens,Japanese winterhazel,Hamamelidaceae,Japan & Korea,SD,"127B (1), 130B (1)",1978-0489
Corylopsis glabrescens,Japanese winterhazel,Hamamelidaceae,Japan & Korea,SD,126D (2)                                                 ,1985-0036
Corylopsis glabrescens 'Longwood Chimes',Japanese winterhazel,Hamamelidaceae,Garden Origin,SD,86 (1)                                                 ,2012-0302
Corylopsis himalayana 'Winter Glow',himalayan winter hazel,Hamamelidaceae,himalayas,SD,NURS (1)                                                 ,2013-0207
Corylopsis himalayana 'Winter Glow',himalayan winter hazel,Hamamelidaceae,himalayas,SD,85A (1)                                                 ,2012-0042
Corylopsis multiflora,winterhazel,Hamamelidaceae,Bhutan to Japan,SD,13B (1)                                                 ,2013-0206
Corylopsis pauciflora,buttercup winterhazel,Hamamelidaceae,Japan & Taiwan,SD,"74 (1), 123 (1)",2013-0110
Corylopsis pauciflora,buttercup winterhazel,Hamamelidaceae,Japan & Taiwan,SD,"121D (3), 122 (1)",1986-0263
Corylopsis pauciflora,buttercup winterhazel,Hamamelidaceae,Japan & Taiwan,SD,128 (1)                                                 ,1986-0205
Corylopsis sinensis,Chinese winterhazel,Hamamelidaceae,China,SD,"47C (4), 46D (1)",1973-0229
Corylopsis spicata,spike winterhazel,Hamamelidaceae,Japan,SD,130A (1)                                                 ,1982-0064
Corylopsis spicata,spike winterhazel,Hamamelidaceae,Japan,SD,74 (3)                                                 ,1993-0441
Corylopsis veitchiana,Veitch's winterhazel,Hamamelidaceae,W China,SD,13C (3)                                                 ,2003-0054
Corylopsis veitchiana,Veitch's winterhazel,Hamamelidaceae,W China,SD,127D (1)                                                 ,1992-0042
Corylus avellana 'Contorta',Harry Lauder's walking stick,Betulaceae,Garden Origin,SD,55A (1)                                                 ,1973-0145
