"","X","TaxonName","ItemAccNoFull","AccNoCons","ItemLocationCode","ItemSpecCount","ProvenanceCode","ItemCoordX","ItemCoordY","Family","Genus","Species","NAME","COMMON.NAME","FAMILY","NATIVITY","HABIT","LOCATION.and.QUANTITY","ACCN..","X.1","genus","family","order","group","binomial","id"
"650",166,"Hedychium coronarium",NA,NA,"3ADA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",167,"Schefflera delavayi",NA,NA,"3AE8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",168,"Clethra delavayi",NA,NA,"3AG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",169,"Rhododendron barbatum",NA,NA,"3AA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",170,"Ginkgo biloba",NA,NA,"3AL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",171,"Itea virginica",NA,NA,"4C03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",172,"Aesculus pavia",NA,NA,"4C03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",173,"Aesculus pavia",NA,NA,"4C06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",174,"Aesculus pavia",NA,NA,"4C07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",175,"Aesculus pavia",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",176,"Reseda luteola",NA,NA,"1F08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",177,"Dryopteris expansa",NA,NA,"2A05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",178,"Cornus kousa",NA,NA,"1P02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",179,"Firmiana simplex",NA,NA,"2A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",180,"Pinus sylvestris",NA,NA,"1M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",181,"Pinus sylvestris",NA,NA,"1M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",182,"Jovellana violacea",NA,NA,"LSA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",183,"Linum hirsutum",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",184,"Stachyurus chinensis",NA,NA,"3AC9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",185,"Stachyurus chinensis",NA,NA,"3AD9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",186,"Sassafras albidum",NA,NA,"4C05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",187,"Cystopteris fragilis",NA,NA,"LNA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",188,"Trochodendron aralioides",NA,NA,"3AF7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",189,"Trochodendron aralioides",NA,NA,"3AA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",190,"Trochodendron aralioides",NA,NA,"3AAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",191,"Rhododendron hyperythrum",NA,NA,"3AFA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",192,"Trochodendron aralioides",NA,NA,"3AD9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",193,"Cercidiphyllum japonicum",NA,NA,"3AG6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",194,"Cistus laurifolius",NA,NA,"LEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",195,"Pinus cembra",NA,NA,"1P04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",196,"Pinus sylvestris",NA,NA,"1P02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",197,"Pinus sylvestris",NA,NA,"LEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",198,"Cornus kousa",NA,NA,"3AG5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",199,"Helwingia chinensis",NA,NA,"3AJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",200,"Decaisnea insignis",NA,NA,"3AE5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",201,"Rhamnus alpina",NA,NA,"LEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",202,"Decaisnea insignis",NA,NA,"3AG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",203,"Decaisnea insignis",NA,NA,"3AG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",204,"Decaisnea insignis",NA,NA,"3AJ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",205,"Orostachys malacophylla",NA,NA,"LCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",206,"Iris wilsonii",NA,NA,"3AB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",207,"Iris wilsonii",NA,NA,"3AA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",208,"Iris wilsonii",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",209,"Iris wilsonii",NA,NA,"3AA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",210,"Viburnum davidii",NA,NA,"3AD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",211,"Ribes sanguineum",NA,NA,"1B21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",212,"Tsuga mertensiana",NA,NA,"1B34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",213,"Staphylea bumalda",NA,NA,"3AF8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",214,"Tolmiea menziesii",NA,NA,"1B18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",215,"Tolmiea menziesii",NA,NA,"1B23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",216,"Tolmiea menziesii",NA,NA,"1B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",217,"Tolmiea menziesii",NA,NA,"1B33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",218,"Ribes sanguineum",NA,NA,"1G05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",219,"Ribes sanguineum",NA,NA,"1J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",220,"Catalpa fargesii",NA,NA,"3AG7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",221,"Viburnum davidii",NA,NA,"3AD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",222,"Sassafras albidum",NA,NA,"4C02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",223,"Liquidambar formosana",NA,NA,"3AS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",224,"Cercidiphyllum japonicum",NA,NA,"3AS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",225,"Decaisnea insignis",NA,NA,"3AC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",226,"Lewisia pygmaea",NA,NA,"LNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",227,"Helwingia chinensis",NA,NA,"3AA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",228,"Kadsura coccinea",NA,NA,"3AAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",229,"Opuntia polyacantha",NA,NA,"LCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",230,"Cephalotaxus harringtonia",NA,NA,"3AAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",231,"Sciadopitys verticillata",NA,NA,"3AA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",232,"Shepherdia canadensis",NA,NA,"1G05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",233,"Shepherdia canadensis",NA,NA,"1B26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",234,"Stewartia serrata",NA,NA,"3AB5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",235,"Meliosma veitchiorum",NA,NA,"3AA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",236,"Sciadopitys verticillata",NA,NA,"3AG7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",237,"Sciadopitys verticillata",NA,NA,"3AL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",238,"Sciadopitys verticillata",NA,NA,"3AL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",239,"Itea virginica",NA,NA,"4C06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",240,"Itea virginica",NA,NA,"4C07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",241,"Triantha glutinosa",NA,NA,"1B33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",242,"Crinodendron hookerianum",NA,NA,"1P04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",243,"Aucuba chinensis",NA,NA,"3AK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",244,"Paeonia cambessedesii",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",245,"Rhododendron degronianum",NA,NA,"3AFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",246,"Paeonia cambessedesii",NA,NA,"LEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",247,"Drimys winteri",NA,NA,"2A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",248,"Ginkgo biloba",NA,NA,"3AJ7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",249,"Ginkgo biloba",NA,NA,"2A12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",250,"Sparganium emersum",NA,NA,"1B33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",251,"Rehderodendron macrocarpum",NA,NA,"3AAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",252,"Houttuynia cordata",NA,NA,"1FPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",253,"Itea virginica",NA,NA,"4C02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",254,"Dianthus microlepis",NA,NA,"LEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",255,"Pedicularis groenlandica",NA,NA,"1B33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",256,"Kniphofia multiflora",NA,NA,"LAF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",257,"Vaccinium deliciosum",NA,NA,"1B18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",258,"Boehmeria platanifolia",NA,NA,"3AA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",259,"Lysimachia clethroides",NA,NA,"3AA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",260,"Lysimachia clethroides",NA,NA,"3AA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",261,"Cistus laurifolius",NA,NA,"LEU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",262,"Cistus laurifolius",NA,NA,"LAF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",263,"Emmenopterys henryi",NA,NA,"3AA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",264,"Emmenopterys henryi",NA,NA,"3AAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",265,"Emmenopterys henryi",NA,NA,"3AAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",266,"Stachyurus chinensis",NA,NA,"3AF9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",267,"Tsuga mertensiana",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",268,"Ribes sanguineum",NA,NA,"1G02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",269,"Trillium grandiflorum",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",270,"Sanguinaria canadensis",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",271,"Adiantum pedatum",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",272,"Medeola virginiana",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",273,"Botrychium virginianum",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",274,"Tsuga sieboldii",NA,NA,"LAS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",275,"Sanguinaria canadensis",NA,NA,"4C05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",276,"Uvularia grandiflora",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",277,"Anemone rivularis",NA,NA,"3AB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",278,"Haberlea rhodopensis",NA,NA,"LBF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",279,"Berberidopsis corallina",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",280,"Begonia palmata",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",281,"Trochodendron aralioides",NA,NA,"3AL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",282,"Trochodendron aralioides",NA,NA,"3AL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",283,"Puya mirabilis",NA,NA,"LSA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",284,"Sassafras albidum",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",285,"Osmunda regalis",NA,NA,"4C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",286,"Medeola virginiana",NA,NA,"4C06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",287,"Dryopteris cristata",NA,NA,"1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",288,"Thelypteris noveboracensis",NA,NA,"4C06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",289,"Trillium grandiflorum",NA,NA,"4C03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",290,"Uvularia grandiflora",NA,NA,"4C05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",291,"Matteuccia struthiopteris",NA,NA,"1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",292,"Sanguinaria canadensis",NA,NA,"4C04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",293,"Equisetum scirpoides",NA,NA,"LEU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",294,"Equisetum scirpoides",NA,NA,"1B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",295,"Equisetum scirpoides",NA,NA,"1B26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",296,"Anemone rivularis",NA,NA,"3AB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies kawakamii","Taiwan fir","Pinaceae","Taiwan","TC","NURS (1)                                                 ","2016-0032",NA,NA,NA,NA,NA,NA,NA
"782",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies koreana","Korean fir","Pinaceae","South Korea","TC","60 (1), 128 (2)","1979-1009",NA,NA,NA,NA,NA,NA,NA
"783",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acalypha wilkesiana","copperleaf","Euphorbiaceae","Pacific Islands","SD","SEAS (1)                                                 ","2009-0544",NA,NA,NA,NA,NA,NA,NA
"784",426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ailanthus altissima","tree of heaven","Simaroubaceae","N Chn (& worldwide weed)","TD","122 (1)                                                 ","1983-0246",NA,NA,NA,NA,NA,NA,NA
"785",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ailanthus altissima","tree of heaven","Simaroubaceae","N Chn (& worldwide weed)","TD","74 (7), 127D (2), 134D (4)","1982-1002",NA,NA,NA,NA,NA,NA,NA
"786",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alstroemeria isabellana"," ","Alstroemeriaceae","South America","HD","NURS (3)                                                 ","2017-0304",NA,NA,NA,NA,NA,NA,NA
"787",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea","pearly everlasting","Asteraceae","N Amer, Asia","HD","NURS (72)                                                 ","2015-0039",NA,NA,NA,NA,NA,NA,NA
"788",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea","pearly everlasting","Asteraceae","N Amer, Asia","HD","NURS (27)                                                 ","2015-0030",NA,NA,NA,NA,NA,NA,NA
"789",651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea","pearly everlasting","Asteraceae","N Amer, Asia","HD","NURS (27), 4 (5), 24A (10)","2011-0302",NA,NA,NA,NA,NA,NA,NA
"790",652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaphalis margaritacea","pearly everlasting","Asteraceae","N Amer, Asia","HD","137G (6)                                                 ","2013-0211",NA,NA,NA,NA,NA,NA,NA
"791",744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica","archangel","Apiaceae","Europe & Asia","HD","41B (3)                                                 ","2014-0184",NA,NA,NA,NA,NA,NA,NA
"792",745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica","archangel","Apiaceae","Europe & Asia","HD","41B (3)                                                 ","1995-0607",NA,NA,NA,NA,NA,NA,NA
"793",746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica","archangel","Apiaceae","Europe & Asia","HD","NURS (3)                                                 ","2010-0159",NA,NA,NA,NA,NA,NA,NA
"794",747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelica archangelica","archangel","Apiaceae","Europe & Asia","HD","NURS (2), 41B (1)","2008-0245",NA,NA,NA,NA,NA,NA,NA
"795",771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apocynum cannabinum","Indian hemp","Apocynaceae","Canada & USA","HD","29 (4), 39 (1)","1992-0515",NA,NA,NA,NA,NA,NA,NA
"796",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachniodes simplicior","variegated shield fern","Dryopteridaceae","China & Japan","HE","128 (10)                                                 ","2002-0283",NA,NA,NA,NA,NA,NA,NA
"797",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arachniodes simplicior","variegated shield fern","Dryopteridaceae","China & Japan","HE","NURS (10), 121 (10)","2012-0223",NA,NA,NA,NA,NA,NA,NA
